method,input_idx,parent_smiles,nearest_fullgraph_rank,nearest_fullgraph_smiles,nearest_distance_proxy,fullgraph_cf_flip,mcs_num_atoms,mcs_num_bonds,deleted_motif_smiles,canonical_motif_smiles,motif_atom_count,motif_bond_count,component_count,valid_motif,failure_reason
gt_fullgraph_greedy,390,Cl.Nc1cc([As]=O)ccc1O,17,CCOP(=O)(OCC)C(C#N)=Cc1ccccc1OC,0.5409836065573771,True,7,7,O=[As],O=[As],2,1,3,True,ok
gt_fullgraph_greedy,391,CCOC(=O)C1=CC(C(C)CC(=O)CC(=O)O)CC1,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.6494845360824743,True,9,8,CCCC(=O)CC(=O)O,CCCC(=O)CC(=O)O,9,8,2,True,ok
gt_fullgraph_greedy,392,CC(=O)OC1CN2CCC(O)C2C(O)C1O,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.43209876543209874,True,12,11,C,C,1,0,4,False,motif_too_small
gt_fullgraph_greedy,393,CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2NC(=O)C(Cc3ccccc3)NC(=O)C3CCCN3C(=O)CNC(=O)C(Cc3ccccc3)NC(=O)C3CNCCCCC(C(=O)O)NC(=O)C4NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(C(O)C(=O)O)NC(=O)C(CSCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(=N)N)NC(=O)C(N)CSC4C)C(=O)NC(CSC2C)C(=O)N3)NC1=O,8,CC(C)=CCN1CCCn2c(=S)[nH]c3cccc(c32)C1=O,0.8388059701492537,True,14,13,CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C=O)C(C)SCC(NC(=O)C2CSCC(NC1=O)C(=O)NC(C(O)C(=O)O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(C(=O)N)C(C)SCC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)N2)C(=O)N,CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C=O)C(C)SCC(C(N)=O)NC(=O)C2CSCC(NC1=O)C(=O)NC(C(O)C(=O)O)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(C(N)=O)C(C)SCC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(N)=O)C(=O)N2,116,120,5,True,ok
gt_fullgraph_greedy,394,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C.[NaH],15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.40186915887850466,True,16,16,CCCC(C)C,CCCC(C)C,6,5,7,True,ok
gt_fullgraph_greedy,395,O=C1c2c(c3c4ccccc4[nH]c3c3[nH]c4ccccc4c23)C(=O)N1Cc1ccccc1,10,COc1ccc2[nH]c3c4c(c5cc(C(C)(C)C)ccc5c3c2c1)C(=O)N(c1ccccc1)C4=O,0.3706293706293706,True,22,23,Cc1ccccc1,Cc1ccccc1,7,7,2,True,ok
gt_fullgraph_greedy,396,N=c1ccn(C2OC(CO)CC2F)c(=O)[nH]1,2,Cc1cn(C2CN(O)CC(CO)O2)c(=O)[nH]c1=O,0.2,True,14,14,N,N,1,0,2,False,motif_too_small
gt_fullgraph_greedy,397,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,16,CCCCCCCCCC=C(c1cc(Br)cc(C(=O)O)c1OC)c1cc(Br)cc(C(=O)O)c1OC.N,0.8347826086956521,True,10,9,CCC(C)C1NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(N)CC(C)C)C(C)OC1=O,CCC(C)C1NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(N)CC(C)C)C(C)OC1=O,67,67,3,True,ok
gt_fullgraph_greedy,398,Nc1nc(O)c2ncn(C3OC(CO)CC3F)c2n1,5,OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.07692307692307693,True,17,19,N,N,1,0,2,False,motif_too_small
gt_fullgraph_greedy,399,CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.5959595959595959,True,10,10,CC(C)OC(N)=S,CC(C)OC(N)=S,7,6,4,True,ok
gt_fullgraph_greedy,400,O=[N+]([O-])c1ccccc1Sc1ccccc1[N+](=O)[O-],1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.175,True,16,17,O=[N+][O-],O=[N+][O-],3,2,1,True,ok
gt_fullgraph_greedy,401,Cc1ccc(OS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.4146341463414634,True,12,12,Cc1ccc(O)cc1,Cc1ccc(O)cc1,8,8,1,True,ok
gt_fullgraph_greedy,402,O=[N+]([O-])c1ccccc1S(=O)(=O)Oc1ccc(Cl)cc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.4146341463414634,True,12,12,Oc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,8,8,1,True,ok
gt_fullgraph_greedy,403,N.O=C(O)c1cc(C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)ccc1O,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.3064516129032258,True,21,22,O=C(O)c1ccccc1O,O=C(O)c1ccccc1O,10,10,2,True,ok
gt_fullgraph_greedy,404,N.O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.1650485436893204,True,21,22,N,N,1,0,1,False,motif_too_small
gt_fullgraph_greedy,405,Cl.c1ccc(CNc2ccc3[nH]c4cnccc4c3c2)cc1,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.43529411764705883,True,12,12,NCc1ccccc1,NCc1ccccc1,8,8,3,True,ok
gt_fullgraph_greedy,406,O=S(=O)(O)OCC1OC2OC3C(COS(=O)(=O)O)OC(OC4C(COS(=O)(=O)O)OC(OC5C(COS(=O)(=O)O)OC(OC6C(COS(=O)(=O)O)OC(OC7C(COS(=O)(=O)O)OC(OC8C(COS(=O)(=O)O)OC(OC1C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C8OS(=O)(=O)O)C(OS(=O)(=O)O)C7OS(=O)(=O)O)C(OS(=O)(=O)O)C6OS(=O)(=O)O)C(OS(=O)(=O)O)C5OS(=O)(=O)O)C(OS(=O)(=O)O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3OS(=O)(=O)O.[NaH],13,CCc1cc(=O)oc2c3c(cc(OC(C)C)c12)OC(C)C(C)C3=O,0.8789473684210526,True,12,11,O=S(=O)(O)OCC1OC(OC2C(COS(=O)(=O)O)OC(OC3C(COS(=O)(=O)O)OC(OC4C(COS(=O)(=O)O)OC(OC5C(COS(=O)(=O)O)OC(O)C(OS(=O)(=O)O)C5OS(=O)(=O)O)C(OS(=O)(=O)O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3OS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1O,O=S(=O)(O)OCC1OC(OC2C(COS(=O)(=O)O)OC(OC3C(COS(=O)(=O)O)OC(OC4C(COS(=O)(=O)O)OC(OC5C(COS(=O)(=O)O)OC(O)C(OS(=O)(=O)O)C5OS(=O)(=O)O)C(OS(=O)(=O)O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3OS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1O,116,120,9,True,ok
gt_fullgraph_greedy,407,O=[N+]([O-])c1ccccc1S(=O)c1ccccc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.07894736842105263,True,17,18,,,,,0,False,deleted_motif_empty
gt_fullgraph_greedy,408,Cc1ccc(S(=O)c2ccccc2[N+](=O)[O-])cc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.05128205128205128,True,18,19,,,,,0,False,deleted_motif_empty
gt_fullgraph_greedy,409,Cc1ccc(C)c(NC(=O)CCC(=NNC(=O)c2c(O)ccc3ccccc23)C(C)C(=O)c2ccc(O)cc2)c1,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.639344262295082,True,11,11,Cc1ccc(C)c(NC(=O)CCC(=NN)C(C)C(=O)c2ccc(O)cc2)c1,Cc1ccc(C)c(NC(=O)CCC(=NN)C(C)C(=O)c2ccc(O)cc2)c1,27,28,3,True,ok
gt_fullgraph_greedy,410,CC[S+](C)c1ccc(-c2c3nc(c(-c4ccc([S+](C)CC)cc4)c4ccc([nH]4)c(-c4ccc([S+](C)CC)cc4)c4nc(c(-c5ccc([S+](C)CC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[O-][Cl+3]([O-])([O-])O,10,COc1ccc2[nH]c3c4c(c5cc(C(C)(C)C)ccc5c3c2c1)C(=O)N(c1ccccc1)C4=O,0.6422018348623854,True,20,19,CC[S+](C)c1ccccc1,CC[S+](C)c1ccccc1,10,10,8,True,ok
gt_fullgraph_greedy,411,CC(=O)NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1,11,O=c1c2ccccc2oc2ccccc12,0.44761904761904764,True,14,15,CC(=O)NS(=O)(=O)c1ccc(NC(=O)COC=O)cc1,CC(=O)NS(=O)(=O)c1ccc(NC(=O)COC=O)cc1,20,20,2,True,ok
gt_fullgraph_greedy,412,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O.[NaH],7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.6781609195402298,True,14,14,N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,22,23,4,True,ok
gt_fullgraph_greedy,413,Oc1ccc(C2Oc3cc(O)cc(C4c5c(cc(O)cc5C5C(c6ccc(O)cc6)OC(c6ccc(O)cc6)C5c5cc(O)cc(O)c5)OC4c4ccc(O)cc4)c3C2c2cc(O)cc(O)c2)cc1,7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.6428571428571429,True,17,18,Oc1ccc(C2Cc3c(cc(O)cc3C3C(c4ccc(O)cc4)OC(c4ccc(O)cc4)C3c3cc(O)cc(O)c3)O2)cc1,Oc1ccc(C2Cc3c(cc(O)cc3C3C(c4ccc(O)cc4)OC(c4ccc(O)cc4)C3c3cc(O)cc(O)c3)O2)cc1,44,50,2,True,ok
gt_fullgraph_greedy,414,CCCCCC=C(c1cc(Cl)c(OC)c(C(=O)O)c1)c1cc(Cl)c(OC)c(C(=O)O)c1.N,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.17073170731707318,True,25,26,CCCC,CCCC,4,3,4,True,ok
gt_fullgraph_greedy,415,CCCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.12698412698412698,True,27,28,CCCC,CCCC,4,3,3,True,ok
gt_fullgraph_greedy,416,N#CC(C(=NNC(=O)C(=O)NN)C(=O)Nc1nc([N+](=O)[O-])cs1)c1ccc(Cl)cc1,15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.72,True,7,7,NNC(=O)C(=O)NN=CC(=O)Nc1nc([N+](=O)[O-])cs1,NNC(=O)C(=O)NN=CC(=O)Nc1nc([N+](=O)[O-])cs1,20,20,3,True,ok
gt_fullgraph_greedy,417,CCCCCCCCCC=C(c1cc(Cl)c(OC)c(C(=O)O)c1)c1cc(Cl)c(OC)c(C(=O)O)c1.N,16,CCCCCCCCCC=C(c1cc(Br)cc(C(=O)O)c1OC)c1cc(Br)cc(C(=O)O)c1OC.N,0.18055555555555555,True,29,30,CO,CO,2,1,5,True,ok
gt_fullgraph_greedy,418,COc1c(Cl)cc(C(=Cc2c(F)c(F)c(F)c(F)c2F)c2cc(Cl)c(OC)c(C(=O)O)c2)cc1C(=O)O.N,3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.27941176470588236,True,24,25,Fc1cc(F)c(F)c(F)c1F,Fc1cc(F)c(F)c(F)c1F,11,11,4,True,ok
gt_fullgraph_greedy,419,CC=CCC(C)C(OS(=O)(=O)O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C.[NaH],2,Cc1cn(C2CN(O)CC(CO)O2)c(=O)[nH]c1=O,0.8796296296296297,True,7,6,CNCC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)NC,CNCC(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(=O)NC)C(C)C)C(C)C,68,67,7,True,ok
gt_fullgraph_greedy,420,Cl.Cn1cc(NC(=O)c2cc(NC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.7711442786069652,True,12,11,Cn1cc(NC(=O)c2cc(NC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,27,28,5,True,ok
gt_fullgraph_greedy,421,CCCCCC=C(c1cc(Br)cc(C(=O)O)c1OC)c1cc(Br)cc(C(=O)O)c1OC.N,16,CCCCCCCCCC=C(c1cc(Br)cc(C(=O)O)c1OC)c1cc(Br)cc(C(=O)O)c1OC.N,0.07352941176470588,True,31,32,N,N,1,0,1,False,motif_too_small
gt_fullgraph_greedy,422,COc1cc(-c2ccc(N=Nc3cc4cc(S(=O)(=O)O)ccc4cc3O)c(OC)c2)ccc1N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O.[NaH],7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.6363636363636364,True,14,14,N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O,N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O,17,18,4,True,ok
gt_fullgraph_greedy,423,O=S(=O)(O)c1ccc2c(N=Nc3ccc(C=Cc4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)O)ccc56)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)c(O)ccc2c1.[NaH],11,O=c1c2ccccc2oc2ccccc12,0.7333333333333333,True,10,10,N=Nc1ccc(C=Cc2ccc(N=Nc3c(O)ccc4cc(S(=O)(=O)O)ccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,N=Nc1ccc(C=Cc2ccc(N=Nc3c(O)ccc4cc(S(=O)(=O)O)ccc34)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,41,44,4,True,ok
gt_fullgraph_greedy,424,COc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3N)c(OC)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1N.[NaH],7,COc1cc2c(c(OC)c1O)C(=O)CC(c1ccc(O)cc1)O2,0.6705882352941176,True,14,14,N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1N,N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1N,21,22,4,True,ok
gt_fullgraph_greedy,425,Nc1c(N=Nc2ccc(C=Cc3ccc(N=Nc4cc(S(=O)(=O)O)c5cccc(S(=O)(=O)O)c5c4N)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12.[NaH],11,O=c1c2ccccc2oc2ccccc12,0.7590361445783133,True,10,10,N=Nc1ccc(C=Cc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,N=Nc1ccc(C=Cc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,45,48,5,True,ok
gt_fullgraph_greedy,426,O=S(=O)(O)c1cc(N=Nc2ccc(O)cc2O)ccc1C=Cc1ccc(N=Nc2ccc(O)cc2O)cc1S(=O)(=O)O.[NaH],1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.7209302325581395,True,9,9,C=Cc1ccc(N=Nc2ccc(O)cc2O)cc1S(=O)(=O)O,C=Cc1ccc(N=Nc2ccc(O)cc2O)cc1S(=O)(=O)O,22,23,4,True,ok
gt_fullgraph_greedy,427,CCCc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(CCC)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N.[NaH],18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.6756756756756757,True,12,12,N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,17,18,5,True,ok
gt_fullgraph_greedy,428,Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc6c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c6c5O)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)c(O)c12.[NaH],11,O=c1c2ccccc2oc2ccccc12,0.7647058823529411,True,10,10,N=Nc1ccc(C=Cc2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,N=Nc1ccc(C=Cc2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,46,49,6,True,ok
gt_fullgraph_greedy,429,CN1CCC(O)C(CNC23CC4CC(CC(C4)C2)C3)C1.Cl,11,O=c1c2ccccc2oc2ccccc12,0.47368421052631576,True,10,10,CN1CCC(O)C(CN)C1,CN1CCC(O)C(CN)C1,10,10,2,True,ok
gt_fullgraph_greedy,430,COC(=O)C1=C(O)C(O)=C(C(=O)OC)CC1.[NaH],3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.6739130434782609,True,8,7,OCCO,OCCO,4,3,3,True,ok
gt_fullgraph_greedy,431,COC(=O)C1=C(O)C(O)=C(C(=O)OC)C1.[NaH],3,CC=C(c1cc(Br)c(OC)c(C(=O)OC)c1)c1cc(Br)c(OC)c(C(=O)OC)c1,0.6666666666666666,True,8,7,OCCO,OCCO,4,3,4,True,ok
gt_fullgraph_greedy,432,CCOC(=O)C(C)=C(O)C(=O)OCC.[NaH],8,CC(C)=CCN1CCCn2c(=S)[nH]c3cccc(c32)C1=O,0.75,True,5,4,CCO,CCO,3,2,6,True,ok
gt_fullgraph_greedy,433,CCOC(=O)C(ON)=C(CCC(C(=O)OC)=C(ON)C(=O)OCC)C(=O)OC,8,CC(C)=CCN1CCCn2c(=S)[nH]c3cccc(c32)C1=O,0.8181818181818182,True,5,4,CCOC(=O)C(ON)=C(C)C(=O)OC,CCOC(=O)C(ON)=C(C)C(=O)OC,14,13,6,True,ok
gt_fullgraph_greedy,434,CCC1(OS(=O)(=O)O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C.[NaH],15,Cc1ccc2c(c1)-c1[nH]c3ccccc3c1CS2,0.3402061855670103,True,16,16,O=S(=O)(O)O,O=S(=O)(O)O,5,4,7,True,ok
gt_fullgraph_greedy,435,O=[N+]([O-])c1ccccc1S(=O)(=O)c1ccccc1[N+](=O)[O-],1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.11904761904761904,True,18,19,O=[N+][O-],O=[N+][O-],3,2,1,True,ok
gt_fullgraph_greedy,436,Cc1ccc(S(=O)(=O)c2ccccn2)cc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.1891891891891892,True,15,15,n,,,,1,False,motif_parse_failed
gt_fullgraph_greedy,437,CC(=O)Nc1ccccc1S(=O)(=O)c1ccccc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.175,True,16,17,CC=O,CC=O,3,2,1,True,ok
gt_fullgraph_greedy,438,O=[N+]([O-])c1ccccc1Sc1ccccc1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.10810810810810811,True,16,17,,,,,0,False,deleted_motif_empty
gt_fullgraph_greedy,439,O=S(=O)(c1ccccc1)c1ccccn1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.2222222222222222,True,14,14,n,,,,1,False,motif_parse_failed
gt_fullgraph_greedy,440,Cc1cc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)no1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.12631578947368421,True,40,43,cc(C)o,,,,1,False,motif_parse_failed
gt_fullgraph_greedy,441,Cc1cc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(=O)(=O)NC(=N)N)cc5)cccc34)cc2)no1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.15306122448979592,True,40,43,cc(C)o,,,,2,False,motif_parse_failed
gt_fullgraph_greedy,442,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3cccc4c(Nc5ccc(S(=O)(=O)NC(=N)N)cc5)c5ccccc5nc34)cc2)no1,6,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4ccc(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cc34)cc2)n1,0.19387755102040816,True,38,41,Cc1ccno1,Cc1ccno1,6,6,2,True,ok
gt_fullgraph_greedy,443,Cn1nc(-c2ccccc2)c(C(=O)C=Cc2ccc(Cl)cc2)c(N2CCCC2)c1=O,18,COC1(c2ccccc2)OC(=O)c2ccccc21,0.5643564356435643,True,11,11,O=CC=Cc1ccc(Cl)cc1,O=CC=Cc1ccc(Cl)cc1,11,11,3,True,ok
gt_fullgraph_greedy,444,Cc1cc(C)c(C(=O)O)c(SSc2cc(C)cc(C)c2C(=O)O)c1,12,Cc1cc(S(=O)(=O)Nc2nc(=N)n(C)[nH]2)c(S)cc1Cl,0.6444444444444445,True,8,8,Cc1cc(C)c(C(=O)O)c(S)c1,Cc1cc(C)c(C(=O)O)c(S)c1,12,12,3,True,ok
gt_fullgraph_greedy,445,CCCOC(=O)c1cc(OC(C)=O)c2c(OC)ccc(OC)c2c1,13,CCc1cc(=O)oc2c3c(cc(OC(C)C)c12)OC(C)C(C)C3=O,0.45454545454545453,True,14,13,CCCO,CCCO,4,3,5,True,ok
gt_fullgraph_greedy,446,C[N+](C)(C)C.Nc1ccc(C=Cc2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc(C=Cc6ccc(N=Nc7ccc(C=Cc8ccc(N)cc8S(=O)(O)=[OH+])c(S(=O)(O)=[OH+])c7)cc6S(=O)(=O)[O-])c(S(=O)(O)=[OH+])c5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)cc2S(=O)(O)=[OH+])c(S(=O)(=O)[O-])c1,1,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])cc1,0.8554216867469879,True,9,9,C=Cc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(C=Cc5ccc(N=Nc6ccc(C=Cc7ccc(N)cc7S(=O)(O)=[OH+])c(S(=O)(O)=[OH+])c6)cc5S(=O)(=O)[O-])c(S(=O)(O)=[OH+])c4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1S(=O)(O)=[OH+],C=Cc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(C=Cc5ccc(N=Nc6ccc(C=Cc7ccc(N)cc7S(=O)(O)=[OH+])c(S(=O)(O)=[OH+])c6)cc5S(=O)(=O)[O-])c(S(=O)(O)=[OH+])c4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1S(=O)(O)=[OH+],85,91,4,True,ok
