method,target_label,k,theta,input_idx,input_row_index,input_id,parent_smiles,parent_label,p_before,before_teacher_label,recourse_smiles,fragment_rank,fragment_smiles,candidate_rank,candidate_index,candidate_label,p_after,after_teacher_label,cf_drop,cf_flip,cost,proxy_edit,valid_recourse,covered,coverage_theta,coverage_unconstrained_flip,reason
ours_selected_subgraph,1,10,0.05,754,24924,24924,NC(=S)NN=C1C(=O)C=C(Nc2ccc(Cl)cc2Cl)c2ccccc21,1,0.6566666666666666,1,Clc1ccc(NCc2ccccc2)c(Cl)c1.NNC(N)=S.O,3,CCC,,,,0.016666666666666666,0,0.6399999999999999,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,755,24954,24954,Cc1cccc(C)c1NC(=O)C(=O)C(c1ccccc1Cl)S(=O)(=O)Cc1ccccc1Cl,1,0.6466666666666666,1,Cc1cccc(C)c1N.Clc1ccccc1.O.O.O=[SH](=O)Cc1ccccc1Cl,3,CCC,,,,0.0033333333333333335,0,0.6433333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,756,24964,24964,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCN=[N+]=[N-])O2)c(=O)[nH]c1=O,1,0.9866666666666667,1,CC(N=[N+]=[N-])C(O)COC(=O)CCCCCCCCCCN=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.023333333333333334,0,0.9633333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,757,24965,24965,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCCN=[N+]=[N-])O2)c(=O)[nH]c1=O,1,0.9866666666666667,1,CC(N=[N+]=[N-])C(O)COC(=O)CCCCCCCCCCCN=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.023333333333333334,0,0.9633333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,758,25007,25007,C[n+]1c(-c2ccc(C=NNC(=N)NN=Cc3ccc(-c4cn5cc(Cl)ccc5[n+]4C)cc3)cc2)cn2cc(Cl)ccc21.Cl.[Cl-],1,0.7166666666666667,1,C=NNC(=N)NN=Cc1ccc(-c2cn3cc(Cl)ccc3[n+]2C)cc1.C[N+]C1CCC(Cl)CN1C.Cl.[Cl-],1,Cc1ccccc1,,,,0.4764199053476489,0,0.2402467613190178,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,759,25008,25008,C[n+]1c(-c2ccc(C=NNc3n[nH]c(=S)n3NN=Cc3ccc(-c4cn5ccccc5[n+]4C)cc3)cc2)cn2ccccc21.[Br-],1,0.6866666666666666,1,C=NNc1n[nH]c(=S)n1NN=Cc1ccc(-c2cn3ccccc3[n+]2C)cc1.C[N+]C1CCCCN1C.[Br-],1,Cc1ccccc1,,,,0.42333333333333334,0,0.2633333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,760,25009,25009,Cc1ccc2n(c1)cc(-c1ccc(C=NNC(=N)NN=Cc3ccc(-c4cn5cc(C)ccc5[n+]4C)cc3)cc1)[n+]2C.Cl.[Cl-],1,0.6066666666666667,1,C=NNC(=N)NN=Cc1ccc(-c2cn3cc(C)ccc3[n+]2C)cc1.C[N+]C1CCC(C)CN1C.Cl.[Cl-],1,Cc1ccccc1,,,,0.4030865720143155,0,0.20358009465235116,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,761,25010,25010,C[n+]1c(-c2ccc(C=NNC(=N)NN=Cc3ccc(-c4cn5ccsc5[n+]4C)cc3)cc2)cn2ccsc21.Cl.[Cl-],1,0.7666666666666667,1,C=NNC(=N)NN=Cc1ccc(-c2cn3ccsc3[n+]2C)cc1.C[N+]C1SCCN1C.Cl.[Cl-],1,Cc1ccccc1,,,,0.48333333333333334,0,0.2833333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,762,25011,25011,C[n+]1c(-c2ccc(C=NNC(=O)C(=O)NN=Cc3ccc(-c4cn5ccsc5[n+]4C)cc3)cc2)cn2ccsc21.[Br-],1,0.29,0,C=NNC(=O)C(=O)NN=Cc1ccc(-c2cn3ccsc3[n+]2C)cc1.C[N+]C1SCCN1C.[Br-],1,Cc1ccccc1,,,,0.22333333333333333,0,0.06666666666666665,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,763,25013,25013,Br.C[n+]1c(-c2ccc(C=NNc3ccnc(NN=Cc4ccc(-c5cn6ccsc6[n+]5C)cc4)n3)cc2)cn2ccsc21.[Br-],1,0.5733333333333334,1,Br.C=NNc1ccnc(NN=Cc2ccc(-c3cn4ccsc4[n+]3C)cc2)n1.C[N+]C1SCCN1C.[Br-],1,Cc1ccccc1,,,,0.4166666666666667,0,0.15666666666666668,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,764,25079,25079,O=C(Nc1ccc(C=Cc2ccc(NC(=O)c3ccccc3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1ccccc1O.[NaH],1,0.8833333333333333,1,NC(=O)c1ccccc1O.O.O.O.O=C(Nc1cccc(S(=O)(=O)O)c1)c1ccccc1O.[NaH],5,C=Cc1ccccc1S,,,,0.3933333333333333,0,0.49,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,765,25111,25111,Cc1nn(C(=O)c2ccc(Cl)cc2)c2c1C(C=Cc1ccccc1)SC(=N)N2,1,0.6466666666666666,1,CC1NNC2NC(=N)SC(C=Cc3ccccc3)C12.Cl.O,1,Cc1ccccc1,,,,0.023333333333333334,0,0.6233333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,766,25112,25112,Cc1nn(C(=O)c2ccc(Cl)cc2)c2c1C(c1ccco1)SC(=N)N2,1,0.05333333333333334,0,C:C:C:O.CC:N:N(:CNC(=N)S)C(=O)c1ccc(Cl)cc1,3,CCC,,,,0.013333333333333334,0,0.04,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,767,25113,25113,Cc1nn(C(=O)c2ccncc2)c2c1C(c1ccccc1)SC(=N)N2,1,0.6466666666666666,1,Cc1cc(NC(=N)S)n(C(=O)c2ccncc2)n1,1,Cc1ccccc1,,,,0.013333333333333334,0,0.6333333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,768,25120,25120,COc1ccc(C2SC(=N)Nc3c2c(C)nn3C(=O)c2ccncc2)cc1OC,1,0.06333333333333334,0,CO.CO.Cc1cc(NC(=N)S)n(C(=O)c2ccncc2)n1,1,Cc1ccccc1,,,,0.013333333333333334,0,0.05,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,769,25172,25172,O=C1c2ccccc2S(=O)(=O)c2ccccc21,1,0.67,1,C:C:C:C:CS(=O)(=O)C:C:C:C:C.O,3,CCC,,,,0.0033333333333333335,0,0.6666666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,770,25176,25176,C[PH](C)(C)[Ir-3]1([PH](C)(C)C)([PH](C)(C)C)[NH]C(Cc2ccccc2)C(=O)[OH+]1.[Cl-],1,0.67,1,C:C:C:C:C.C[PH](C)(C)[Ir-3]([NH])([OH+]C=O)([PH](C)(C)C)[PH](C)(C)C.[Cl-],3,CCC,,,,0.023333333333333334,0,0.6466666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,771,25198,25198,CCCCCCCC1(N=[N+]=[N-])C(=O)c2ccccc2N(C)C1=O,1,0.5978790294405111,1,CCCCCCCC(N=[N+]=[N-])C(=O)NC.O,1,Cc1ccccc1,,,,0.00988397778858625,0,0.5879950516519248,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,772,25219,25219,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C.N,1,0.95,1,C:C(Cl):C(O):C(:C)C(=O)O.CCCC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.N.O=C(O)c1cccc(Cl)c1O,10,C=CC,,,,0.44,0,0.51,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,773,25220,25220,CC(C)CCCC(C)C1CCC2C3CCC4CC(=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C.N,1,0.8,1,C:C(Cl):C(O):C(:C)C(=O)O.CCC1(C)C(C)CCC2C1CCC1(C)C(C(C)CCCC(C)C)CCC21.N.O=C(O)c1cccc(Cl)c1O,10,C=CC,,,,0.28982953102356085,0,0.5101704689764393,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,774,25259,25259,CC1(C)CC(=O)C(=CC2CCNC2=S)C(=O)N1,1,0.6333333333333333,1,CC(C)(CC=O)NC=O.CCNC=S,10,C=CC,,,,0.01,0,0.6233333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,775,25261,25261,CC(=O)c1sc2[n+](c1C)C(=O)C(=Cc1ccccc1Cl)S2,1,0.7133333333333334,1,CC[N+]1=C(S)SC(=Cc2ccccc2Cl)C1=O.O,3,CCC,,,,0.09,0,0.6233333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,776,25274,25274,C=CCn1c(=O)c2ccccc2[n+]2c(C)c(C(=O)OCC)sc12.[Cl-],1,0.6533333333333333,1,,,,,,,,,,False,,,False,False,False,False,no_selected_fragment_substructure
ours_selected_subgraph,1,10,0.05,777,25280,25280,CCOP(=O)(OCC)C(=CNC(=S)c1ccncc1)C(=O)OC,1,0.6066666666666667,1,CCO[PH](=O)OCC.CO.NC(=S)c1ccncc1.O,10,C=CC,,,,0.0033333333333333335,0,0.6033333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,778,25372,25372,Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(P(=O)(O)O)c5cccc(P(=O)(O)O)c5c4)n(C)c3)n(C)c2)cc1C(=O)Nc1cc(C(=O)Nc2cc(P(=O)(O)O)c3cccc(P(=O)(O)O)c3c2)n(C)c1.[NaH],1,0.9299806938065523,1,C:C:C:CP(=O)(O)O.Cn1cc(NC(=O)c2cc(NC(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(P(=O)(O)O)c6cccc(P(=O)(O)O)c6c5)n(C)c4)n(C)c3)cn2C)cc1C(N)=O.O=[PH](O)O.[NaH],2,c1ccccc1,,,,0.7865603673592276,1,0.14342032644732472,False,,,True,False,False,False,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,779,25462,25462,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C,1,0.8766666666666667,1,C:C(Cl):C(O):C(:C)C(=O)O.CCC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1.O=C(O)c1cccc(Cl)c1O,10,C=CC,,,,0.37,0,0.5066666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,780,25514,25514,Cc1cn(C2CC(N=[N+]=[N-])C(C(=O)O)O2)c(=O)[nH]c1=O,1,0.8366666666666667,1,CC(N=[N+]=[N-])C(O)C(=O)O,4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.01654811121919585,0,0.8201185554474708,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,781,25555,25555,Cc1cn(C2CC(ON3C(=O)c4ccccc4C3=O)C(CO)O2)c(=O)[nH]c1=O,1,0.7866666666666666,1,CC1CNC(=O)NC1=O.O=C1c2ccccc2C(=O)N1O.OCCO,3,CCC,,,,0.023333333333333334,0,0.7633333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,782,25594,25594,COc1ccc(OC)c2c1-c1nnnn1CCC2(C)C,1,0.6333333333333333,1,CC(C)CCN:N:N:N.CO.CO,1,Cc1ccccc1,,,,0.0,0,0.6333333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,783,25595,25595,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2NC(=O)CC1C,1,0.7533333333333333,1,CCN(CC)CC1CCCCN1CC(=O)NC(C)CC(N)=O,2,c1ccccc1,,,,0.023333333333333334,0,0.73,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,784,25596,25596,CC(C)=CCN1c2ccccc2NC(=O)CC1C,1,0.7166666666666667,1,C.C.CC1CC(=O)Nc2ccccc2N1,10,C=CC,,,,0.0033333333333333335,0,0.7133333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,785,25597,25597,CC(C)=CCN1CC(C)C(=O)Nc2ccccc21,1,0.6766666666666666,1,C.C.CC1CNc2ccccc2NC1=O,10,C=CC,,,,0.01,0,0.6666666666666666,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,786,25610,25610,N#Cc1ccc(-c2nc(C#N)c(N)o2)cc1,1,0.65,1,N.N#Cc1ncoc1N,1,Cc1ccccc1,,,,0.0033333333333333335,0,0.6466666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,787,25615,25615,N#Cc1nc(COCCOCc2ccccc2)oc1N,1,0.6366666666666667,1,COCCOCc1nc(C#N)c(N)o1,2,c1ccccc1,,,,0.06,0,0.5766666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,788,25632,25632,CC(C)OC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br,1,0.8466666666666667,1,CC(C)OC1NC(=O)NC(=O)C1(C)Br.CO.[N+]=[N-],9,NC1CCOC1,,,,0.04,0,0.8066666666666666,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,789,25634,25634,CCCCCCCCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br,1,0.8333333333333334,1,CCCCCCCCOC1NC(=O)NC(=O)C1(C)Br.CO.[N+]=[N-],9,NC1CCOC1,,,,0.04666666666666667,0,0.7866666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,790,25665,25665,CN(C)c1ccc(C=C(C#N)C(N)=C(C#N)C#N)cc1,1,0.6233333333333333,1,Cc1ccc(N(C)C)cc1.N.N.N#CCC#N,3,CCC,,,,0.006666666666666667,0,0.6166666666666666,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,791,25785,25785,CN(C)C(=O)Nc1cc2c3c(c1)CCCN3CCC2,1,0.61,1,CCCNCC.CN(C)C(N)=O,1,Cc1ccccc1,,,,0.006475254078915688,0,0.6035247459210843,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,792,25912,25912,CC(C)N(CN1C(=O)NC(=Cc2cccc(C=C3NC(=O)N(CN(C(C)C)C(C)C)C3=O)c2)C1=O)C(C)C,1,0.63,1,C=C1NC(=O)N(CN(C(C)C)C(C)C)C1=O.CC(C)N(CN1C(=O)CNC1=O)C(C)C,1,Cc1ccccc1,,,,0.09333333333333334,0,0.5366666666666666,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,793,25919,25919,O=C1NC(=O)C(=Cc2ccc(C=C3NC(=O)NC3=O)cc2)N1,1,0.6,1,C=C1NC(=O)NC1=O.C=C1NC(=O)NC1=O,2,c1ccccc1,,,,0.006666666666666667,0,0.5933333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,794,25990,25990,COc1cccc(C=C2Sc3sc(C(C)=O)c(C)[n+]3C2=O)c1O.[Cl-],1,0.68,1,CC(=O)C1=C(C)[N+]=C(S)S1.COc1ccccc1O.O.[Cl-],10,C=CC,,,,0.04,0,0.64,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,795,26021,26021,CCOC(=O)C(C#N)=Cc1ccc(N(CCC(=O)O)CCC(=O)O)c(I)c1,1,0.6166666666666667,1,CCOC(=O)CC#N.I.O=C(O)CCNCCC(=O)O,1,Cc1ccccc1,,,,0.01,0,0.6066666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,796,26188,26188,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCCBr)O2)c(=O)[nH]c1=O,1,0.9864326969844357,1,CC(N=[N+]=[N-])C(O)COC(=O)CCCCCCCCCCCBr,4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.02,0,0.9664326969844357,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,797,26189,26189,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCBr)O2)c(=O)[nH]c1=O,1,0.9864326969844357,1,CC(N=[N+]=[N-])C(O)COC(=O)CCCCCCCCCCBr,4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.02,0,0.9664326969844357,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,798,26190,26190,COCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,1.0,1,COCCCCCCCCCCC(=O)OCC(O)C(C)N=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.023333333333333334,0,0.9766666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,799,26245,26245,CC(=O)NNC(=S)NC=C(C(=O)c1ccccc1)c1ccccc1,1,0.6366666666666667,1,CC(=O)NNC(N)=S.O.c1ccccc1.c1ccccc1,10,C=CC,,,,0.03,0,0.6066666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,800,26256,26256,O=C(Nc1ccc(C=Cc2ccc(NC(=O)c3cc(S(=O)(=O)O)ccc3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)ccc1O.[NaH],1,0.9166666666666666,1,C:C:C(:C:CS(=O)(=O)O)NC(=O)c1cc(S(=O)(=O)O)ccc1O.O=C(Nc1cccc(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)ccc1O.[NaH],10,C=CC,,,,0.4033333333333333,0,0.5133333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,801,26294,26294,O=C(NC=C(c1ccccc1)S(=O)Cc1ccccc1)Nc1ccccc1Cl,1,0.6166666666666667,1,C:C:C:C:C.NC(=O)Nc1ccccc1Cl.O=[SH]Cc1ccccc1,10,C=CC,,,,0.013333333333333334,0,0.6033333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,802,26312,26312,CCOC(=O)C(=Cc1c(C)[nH]c2ccccc12)P(=O)(OCC)OCC,1,0.63,1,CC:Nc1ccccc1.CCOC=O.CCO[PH](=O)OCC,10,C=CC,,,,0.01,0,0.62,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,803,26313,26313,CCOP(=O)(OCC)C(C#N)=Cc1ccccn1,1,0.06,0,C#N.C:C:C:C:N.CCO[PH](=O)OCC,10,C=CC,,,,0.0033333333333333335,0,0.056666666666666664,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,804,26318,26318,CCOP(=O)(OCC)C(C#N)=Cc1cccn1C,1,0.7366666666666667,1,C#N.C:C:C:NC.CCO[PH](=O)OCC,10,C=CC,,,,0.013333333333333334,0,0.7233333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,805,26341,26341,COc1cccc(C=CC(=O)c2ccccc2)c1O,1,0.6733333333333333,1,CC(=O)c1ccccc1.CO.O,1,Cc1ccccc1,,,,0.0,0,0.6733333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,806,26357,26357,N.O=C(O)c1cc(C(=C(c2cc(Cl)c(O)c(C(=O)O)c2)c2cc(Cl)c(O)c(C(=O)O)c2)c2cc(Cl)c(O)c(C(=O)O)c2)cc(Cl)c1O,1,0.7698295310235609,1,C:C(Cl):C(O):C(:C)C(=O)O.C:C(Cl):C(O):C(:C)C(=O)O.N.O=C(O)c1cc(Cc2cc(Cl)c(O)c(C(=O)O)c2)cc(Cl)c1O,3,CCC,,,,0.13666666666666666,0,0.6331628643568943,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,807,26360,26360,[Cl-].c1ccc([P+](Cc2ccc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)(c2ccccc2)c2ccccc2)cc1,1,0.69,1,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-].c1ccc([P+](c2ccccc2)c2ccccc2)cc1,1,Cc1ccccc1,,,,0.04666666666666667,0,0.6433333333333333,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,808,26361,26361,[Cl-].c1ccc([P+](Cc2ccc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)s2)(c2ccccc2)c2ccccc2)cc1,1,0.7266666666666667,1,[Cl-].c1ccc([P+](Cc2ccc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)s2)c2ccccc2)cc1,2,c1ccccc1,,,,0.59,1,0.13666666666666671,False,,,True,False,False,False,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,809,26376,26376,COCCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,1.0,1,COCCCCCCCCCCCC(=O)OCC(O)C(C)N=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.023333333333333334,0,0.9766666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,810,26377,26377,CCSCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,0.9966666666666667,1,CC1CNC(=O)NC1=O.CCSCCCCCCCCCCC(=O)OC.[N+]=[N-],9,NC1CCOC1,,,,0.16,0,0.8366666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,811,26378,26378,CCSCCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,0.9966666666666667,1,CC1CNC(=O)NC1=O.CCSCCCCCCCCCCCC(=O)OC.[N+]=[N-],9,NC1CCOC1,,,,0.16,0,0.8366666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,812,26379,26379,CCSCCCCCCCCCCCC(=O)O,1,0.66,1,CCCCCCCCC(=O)O.CCS,3,CCC,,,,0.0033333333333333335,0,0.6566666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,813,26380,26380,O=C(O)CCCCCCCCCCCBr,1,0.01,0,CCCCCCCCCBr.O.O,3,CCC,,,,0.0,0,0.01,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,814,26421,26421,Cc1cccc2c(=O)c3c(O)cc(O)cc3n(C)c12,1,0.02,0,CNc1cc(O)cc(O)c1C=O,1,Cc1ccccc1,,,,0.016666666666666666,0,0.003333333333333334,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,815,26422,26422,Cc1cccc2c1c(=O)c1c(O)cc3c(c1n2C)C=CC(C)(C)O3,1,0.6433333333333333,1,C.C.Cc1cccc2c1c(=O)c1c(O)cc(O)cc1n2C,10,C=CC,,,,0.013333333333333334,0,0.63,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,816,26426,26426,COc1cc(C)c2c(=O)c3ccccc3n(C)c2c1,1,0.67,1,CNc1ccccc1C=O.CO,1,Cc1ccccc1,,,,0.0033333333333333335,0,0.6666666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,817,26427,26427,Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)C=CC1(CCCC1)O3,1,0.67,1,CC1(O)CCCC1.CNc1ccccc1C=O.O,1,Cc1ccccc1,,,,0.01,0,0.66,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,818,26433,26433,Cc1ccccc1Nc1nc(NNC(=O)Cc2ccccc2)nc(NNC(=O)c2ccncc2)n1,1,0.08,0,C:C:C:C:C.Cc1ccccc1Nc1nc(NN)nc(NNC(=O)c2ccncc2)n1.O,3,CCC,,,,0.03333333333333333,0,0.04666666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,819,26440,26440,COc1ccc(Nc2nc(NNC(=O)Cc3ccccc3)nc(NNC(=O)c3ccncc3)n2)cc1,1,0.63,1,CO.Nc1nc(NNC(=O)Cc2ccccc2)nc(NNC(=O)c2ccncc2)n1,2,c1ccccc1,,,,0.05333333333333334,0,0.5766666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,820,26477,26477,C[n+]1ccccc1.O=C(Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(S(=O)(=O)O)ccc3O)cc2)cc1)c1cc(S(=O)(=O)O)ccc1O.[Cl-].[NaH],1,0.7533333333333333,1,C[n+]1ccccc1.NC(=O)c1cc(S(=O)(=O)O)ccc1O.O=C(Nc1ccc([SH](=O)=O)cc1)c1cc(S(=O)(=O)O)ccc1O.[Cl-].[NaH],2,c1ccccc1,,,,0.5966666666666667,1,0.15666666666666662,False,,,True,False,False,False,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,821,26478,26478,CCCCCOCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,0.9966666666666667,1,CCCCCOCCCCCCCC(=O)OCC(O)C(C)N=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.02,0,0.9766666666666667,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,822,26479,26479,CCCCCCCCCCOCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,0.9933333333333333,1,CCCCCCCCCCOCCC(=O)OCC(O)C(C)N=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.016666666666666666,0,0.9766666666666666,True,,,True,False,False,True,no_theta_feasible_flip
ours_selected_subgraph,1,10,0.05,823,26480,26480,CCCCCSCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],1,1.0,1,CCCCCSCCCCCCCC(=O)OCC(O)C(C)N=[N+]=[N-],4,Cc1cn(C)c(=O)[nH]c1=O,,,,0.023333333333333334,0,0.9766666666666667,True,,,True,False,False,True,no_theta_feasible_flip
