method,input_idx,parent_smiles,nearest_fullgraph_rank,nearest_fullgraph_smiles,nearest_distance_proxy,fullgraph_cf_flip,mcs_num_atoms,mcs_num_bonds,deleted_motif_smiles,canonical_motif_smiles,motif_atom_count,motif_bond_count,component_count,valid_motif,failure_reason
gt_fullgraph_greedy,407,O=[N+]([O-])c1ccccc1S(=O)c1ccccc1,18,Cl.Nc1ccccc1Sc1ccc(Cl)cc1,0.13432835820895522,True,14,15,O,O,1,0,3,False,motif_too_small
gt_fullgraph_greedy,408,Cc1ccc(S(=O)c2ccccc2[N+](=O)[O-])cc1,18,Cl.Nc1ccccc1Sc1ccc(Cl)cc1,0.15942028985507245,True,14,15,C,C,1,0,4,False,motif_too_small
gt_fullgraph_greedy,409,Cc1ccc(C)c(NC(=O)CCC(=NNC(=O)c2c(O)ccc3ccccc23)C(C)C(=O)c2ccc(O)cc2)c1,20,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,0.6461538461538462,True,11,12,Cc1ccc(C)c(NC(=O)CCC(=NNC=O)C(C)C(=O)c2ccc(O)cc2)c1,Cc1ccc(C)c(NC(=O)CCC(=NNC=O)C(C)C(=O)c2ccc(O)cc2)c1,29,30,1,True,ok
gt_fullgraph_greedy,410,CC[S+](C)c1ccc(-c2c3nc(c(-c4ccc([S+](C)CC)cc4)c4ccc([nH]4)c(-c4ccc([S+](C)CC)cc4)c4nc(c(-c5ccc([S+](C)CC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[O-][Cl+3]([O-])([O-])O,15,c1ccc2c(c1)cc1c3[nH]c4ccccc4c3ccn21,0.6084656084656085,True,19,18,CC[S+](C)c1ccccc1,CC[S+](C)c1ccccc1,10,10,9,True,ok
gt_fullgraph_greedy,411,CC(=O)NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)cc1,14,O=C1CSc2ccccc2-n2cccc21,0.5047619047619047,True,13,13,CC(=O)NS(=O)(=O)c1ccc(NC(=O)COC=O)cc1,CC(=O)NS(=O)(=O)c1ccc(NC(=O)COC=O)cc1,20,20,2,True,ok
gt_fullgraph_greedy,412,COc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.6563876651982379,True,19,20,COc1ccccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,COc1ccccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,30,32,6,True,ok
gt_fullgraph_greedy,413,Oc1ccc(C2Oc3cc(O)cc(C4c5c(cc(O)cc5C5C(c6ccc(O)cc6)OC(c6ccc(O)cc6)C5c5cc(O)cc(O)c5)OC4c4ccc(O)cc4)c3C2c2cc(O)cc(O)c2)cc1,10,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0.6391752577319587,True,17,18,Oc1ccc(C2CC(c3cc(O)cc(O)c3)C(c3ccc(O)cc3)O2)cc1,Oc1ccc(C2CC(c3cc(O)cc(O)c3)C(c3ccc(O)cc3)O2)cc1,27,30,2,True,ok
gt_fullgraph_greedy,414,CCCCCC=C(c1cc(Cl)c(OC)c(C(=O)O)c1)c1cc(Cl)c(OC)c(C(=O)O)c1.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.09923664122137404,True,29,30,Cl,Cl,1,0,3,False,motif_too_small
gt_fullgraph_greedy,415,CCCCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.05970149253731343,True,31,32,Cl,Cl,1,0,2,False,motif_too_small
gt_fullgraph_greedy,416,N#CC(C(=NNC(=O)C(=O)NN)C(=O)Nc1nc([N+](=O)[O-])cs1)c1ccc(Cl)cc1,19,N#CC(=Cc1ccccc1)c1ccccc1,0.6170212765957447,True,9,9,NNC(=O)C(=O)NN=CC(=O)Nc1nc([N+](=O)[O-])cs1,NNC(=O)C(=O)NN=CC(=O)Nc1nc([N+](=O)[O-])cs1,20,20,2,True,ok
gt_fullgraph_greedy,417,CCCCCCCCCC=C(c1cc(Cl)c(OC)c(C(=O)O)c1)c1cc(Cl)c(OC)c(C(=O)O)c1.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.1510791366906475,True,29,30,CCCC,CCCC,4,3,4,True,ok
gt_fullgraph_greedy,418,COc1c(Cl)cc(C(=Cc2c(F)c(F)c(F)c(F)c2F)c2cc(Cl)c(OC)c(C(=O)O)c2)cc1C(=O)O.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.3194444444444444,True,24,25,Fc1cc(F)c(F)c(F)c1F,Fc1cc(F)c(F)c(F)c1F,11,11,4,True,ok
gt_fullgraph_greedy,419,CC=CCC(C)C(OS(=O)(=O)O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C.[NaH],15,c1ccc2c(c1)cc1c3[nH]c4ccccc4c3ccn21,0.8654708520179372,True,8,7,CNC(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)NC,CNC(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)NC)C(C)C,63,62,8,True,ok
gt_fullgraph_greedy,420,Cl.Cn1cc(NC(=O)c2cc(NC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.7910447761194029,True,11,10,Cn1cc(NC(=O)c2cc(NC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,27,28,5,True,ok
gt_fullgraph_greedy,421,CCCCCC=C(c1cc(Br)cc(C(=O)O)c1OC)c1cc(Br)cc(C(=O)O)c1OC.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.22137404580152673,True,25,26,CO,CO,2,1,5,True,ok
gt_fullgraph_greedy,422,COc1cc(-c2ccc(N=Nc3cc4cc(S(=O)(=O)O)ccc4cc3O)c(OC)c2)ccc1N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.6231884057971014,True,19,20,COc1ccccc1N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O,COc1ccccc1N=Nc1cc2cc(S(=O)(=O)O)ccc2cc1O,25,27,4,True,ok
gt_fullgraph_greedy,423,O=S(=O)(O)c1ccc2c(N=Nc3ccc(C=Cc4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)O)ccc56)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)c(O)ccc2c1.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.0776255707762557,True,48,53,O=S(=O)O,O=[SH](=O)O,4,3,3,True,ok
gt_fullgraph_greedy,424,COc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3N)c(OC)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1N.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.6502242152466368,True,19,20,COc1ccccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1N,COc1ccccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1N,29,31,5,True,ok
gt_fullgraph_greedy,425,Nc1c(N=Nc2ccc(C=Cc3ccc(N=Nc4cc(S(=O)(=O)O)c5cccc(S(=O)(=O)O)c5c4N)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.19148936170212766,True,46,49,O=S(=O)O,O=[SH](=O)O,4,3,7,True,ok
gt_fullgraph_greedy,426,O=S(=O)(O)c1cc(N=Nc2ccc(O)cc2O)ccc1C=Cc1ccc(N=Nc2ccc(O)cc2O)cc1S(=O)(=O)O.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.12169312169312169,True,40,43,O,O,1,0,3,False,motif_too_small
gt_fullgraph_greedy,427,CCCc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(CCC)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.6492890995260664,True,18,19,CCCc1ccccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,CCCc1ccccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,26,28,5,True,ok
gt_fullgraph_greedy,428,Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc6c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c6c5O)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)c(O)c12.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.17154811715481172,True,48,51,O=S(=O)O,O=[SH](=O)O,4,3,7,True,ok
gt_fullgraph_greedy,429,CN1CCC(O)C(CNC23CC4CC(CC(C4)C2)C3)C1.Cl,20,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,0.5604395604395604,True,10,10,CN1CCC(O)C(CN)C1,CN1CCC(O)C(CN)C1,10,10,2,True,ok
gt_fullgraph_greedy,430,COC(=O)C1=C(O)C(O)=C(C(=O)OC)CC1.[NaH],5,Cc1cn(C2C(O)CC2CO)c(=O)[nH]c1=O,0.6666666666666666,True,6,5,OCCO,OCCO,4,3,5,True,ok
gt_fullgraph_greedy,431,COC(=O)C1=C(O)C(O)=C(C(=O)OC)C1.[NaH],2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.6938775510204082,True,8,7,OCCO,OCCO,4,3,4,True,ok
gt_fullgraph_greedy,432,CCOC(=O)C(C)=C(O)C(=O)OCC.[NaH],12,CCc1c(Cc2ccccc2)n(COCCCO[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,0.797752808988764,True,5,4,CCOC(=O)CO,CCOC(=O)CO,7,6,4,True,ok
gt_fullgraph_greedy,433,CCOC(=O)C(ON)=C(CCC(C(=O)OC)=C(ON)C(=O)OCC)C(=O)OC,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.819672131147541,True,6,5,CCOC(=O)CON,CCOC(=O)CON,8,7,6,True,ok
gt_fullgraph_greedy,434,CCC1(OS(=O)(=O)O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C.[NaH],20,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,0.2,True,20,22,O=S(=O)O,O=[SH](=O)O,4,3,4,True,ok
gt_fullgraph_greedy,435,O=[N+]([O-])c1ccccc1S(=O)(=O)c1ccccc1[N+](=O)[O-],4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.20512820512820512,True,15,16,O=[N+][O-],O=[N+][O-],3,2,2,True,ok
gt_fullgraph_greedy,436,Cc1ccc(S(=O)(=O)c2ccccn2)cc1,4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.17647058823529413,True,14,14,C,C,1,0,2,False,motif_too_small
gt_fullgraph_greedy,437,CC(=O)Nc1ccccc1S(=O)(=O)c1ccccc1,4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.16216216216216217,True,15,16,CC(N)=O,CC(N)=O,4,3,1,True,ok
gt_fullgraph_greedy,438,O=[N+]([O-])c1ccccc1Sc1ccccc1,18,Cl.Nc1ccccc1Sc1ccc(Cl)cc1,0.1076923076923077,True,14,15,O,O,1,0,2,False,motif_too_small
gt_fullgraph_greedy,439,O=S(=O)(c1ccccc1)c1ccccn1,4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.15151515151515152,True,14,14,n,,,,1,False,motif_parse_failed
gt_fullgraph_greedy,440,Cc1cc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)no1,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.11578947368421053,True,40,44,cc(C)o,,,,1,False,motif_parse_failed
gt_fullgraph_greedy,441,Cc1cc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(=O)(=O)NC(=N)N)cc5)cccc34)cc2)no1,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.14285714285714285,True,40,44,cc(C)o,,,,2,False,motif_parse_failed
gt_fullgraph_greedy,442,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3cccc4c(Nc5ccc(S(=O)(=O)NC(=N)N)cc5)c5ccccc5nc34)cc2)no1,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.1836734693877551,True,38,42,Cc1ccno1,Cc1ccno1,6,6,2,True,ok
gt_fullgraph_greedy,443,Cn1nc(-c2ccccc2)c(C(=O)C=Cc2ccc(Cl)cc2)c(N2CCCC2)c1=O,5,Cc1cn(C2C(O)CC2CO)c(=O)[nH]c1=O,0.6041666666666666,True,10,9,C=Cc1ccc(Cl)cc1,C=Cc1ccc(Cl)cc1,9,9,5,True,ok
gt_fullgraph_greedy,444,Cc1cc(C)c(C(=O)O)c(SSc2cc(C)cc(C)c2C(=O)O)c1,18,Cl.Nc1ccccc1Sc1ccc(Cl)cc1,0.654320987654321,True,7,7,Cc1cc(C)c(C(=O)O)c(S)c1,Cc1cc(C)c(C(=O)O)c(S)c1,12,12,4,True,ok
gt_fullgraph_greedy,445,CCCOC(=O)c1cc(OC(C)=O)c2c(OC)ccc(OC)c2c1,20,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,0.4791666666666667,True,13,12,CCCO,CCCO,4,3,4,True,ok
gt_fullgraph_greedy,446,C[N+](C)(C)C.Nc1ccc(C=Cc2ccc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc(C=Cc6ccc(N=Nc7ccc(C=Cc8ccc(N)cc8S(=O)(O)=[OH+])c(S(=O)(O)=[OH+])c7)cc6S(=O)(=O)[O-])c(S(=O)(O)=[OH+])c5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)cc2S(=O)(O)=[OH+])c(S(=O)(=O)[O-])c1,1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.4886731391585761,True,38,41,C=Cc1ccc(N=Nc2ccc(C=Cc3ccc(N)cc3S(=O)(=O)[O-])c(S(=O)(O)=[OH+])c2)cc1S(=O)(=O)[O-],C=Cc1ccc(N=Nc2ccc(C=Cc3ccc(N)cc3S(=O)(=O)[O-])c(S(=O)(O)=[OH+])c2)cc1S(=O)(=O)[O-],37,39,5,True,ok
gt_fullgraph_greedy,447,O=S(=O)(O)c1ccc2c(c1)NN(c1ccc(C=Cc3ccc(N=Nc4ccc(C=Cc5ccc(N6Nc7ccc(S(=O)(=O)O)cc7N6)cc5S(=O)(=O)O)c(S(=O)(=O)O)c4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c1)N2.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.5098814229249012,True,30,32,C=Cc1ccc(N2Nc3ccc(S(=O)(=O)O)cc3N2)cc1S(=O)(=O)O,C=Cc1ccc(N2Nc3ccc(S(=O)(=O)O)cc3N2)cc1S(=O)(=O)O,25,27,4,True,ok
gt_fullgraph_greedy,448,O=C(O)c1ccccc1N=NNc1ccc(C=Cc2ccc(N=NNc3ccccc3C(=O)O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.48223350253807107,True,25,26,N=Nc1ccccc1C(=O)O,N=Nc1ccccc1C(=O)O,11,11,3,True,ok
gt_fullgraph_greedy,449,CCCCCCCCCC=C(c1cc(Cl)c(O)c(C(=O)O)c1)c1cc(Cl)c(O)c(C(=O)O)c1.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.18518518518518517,True,27,28,CCCC,CCCC,4,3,4,True,ok
gt_fullgraph_greedy,450,CCCCCCCCCCCCCCCC=C(c1cc(Cl)c(O)c(C(=O)O)c1)c1cc(Cl)c(O)c(C(=O)O)c1.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.25170068027210885,True,27,28,CCCCCCCCCC,CCCCCCCCCC,10,9,4,True,ok
gt_fullgraph_greedy,451,CCCCCC=C(c1cc(Br)cc(C(=O)O)c1O)c1cc(Br)cc(C(=O)O)c1O.N,2,CCCCCC=C(c1cc(C)c(OC)c(C(=O)OC)c1)c1cc(C)c(OC)c(C(=O)OC)c1,0.1968503937007874,True,25,26,Br,Br,1,0,5,False,motif_too_small
gt_fullgraph_greedy,452,Cl.Cn1cc(NC(=O)c2cc(NC(=O)CCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.8046511627906977,True,11,10,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,34,35,5,True,ok
gt_fullgraph_greedy,453,CC(C)=CCN1Cc2cccc3[nH]c(=S)n(c23)CC1C,16,CC1=Nc2ccccc2NC(=O)C1,0.42028985507246375,True,10,10,CNCC=C(C)C,CNCC=C(C)C,7,6,3,True,ok
gt_fullgraph_greedy,454,COC(=O)N1CCCCC(CCC#CC[Si](C)(C)C)C1=O,16,CC1=Nc2ccccc2NC(=O)C1,0.5652173913043478,True,8,7,CCC#CC[Si](C)(C)C,CCC#CC[Si](C)(C)C,9,8,2,True,ok
gt_fullgraph_greedy,455,Cl.Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.8082191780821918,True,11,10,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,36,37,5,True,ok
gt_fullgraph_greedy,456,O=[N+]([O-])c1ccccc1C1SCc2nc3ccccc3n21,3,Nc1ccc2c(c1)nc1n2C(c2c(F)cccc2F)SC1,0.13333333333333333,True,18,21,O=[N+][O-],O=[N+][O-],3,2,1,True,ok
gt_fullgraph_greedy,457,N#Cc1cccc(C2SCc3nc4ccccc4n32)c1,3,Nc1ccc2c(c1)nc1n2C(c2c(F)cccc2F)SC1,0.11363636363636363,True,18,21,C#N,C#N,2,1,1,True,ok
gt_fullgraph_greedy,458,Cl.Cn1cc(C(=O)NCCC(=N)N)cc1NC(=O)C1=[N+](C)C=C(NC(=O)c2cccc(C(=O)NC3=CC(C(=O)Nc4cc(C(=O)NCCC(=N)N)cn4C)=[N+](C)C3)c2)C1,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.7798165137614679,True,12,12,Cn1cc(C(=O)NCCC(=N)N)cc1NC(=O)C1=[N+](C)CC(NC=O)=C1,Cn1cc(C(=O)NCCC(=N)N)cc1NC(=O)C1=[N+](C)CC(NC=O)=C1,26,27,4,True,ok
gt_fullgraph_greedy,459,Cl.Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.8116591928251121,True,11,10,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,38,39,5,True,ok
gt_fullgraph_greedy,460,Cl.Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,8,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3c4ccccc4nc4c(C(=O)Nc5ccc(S(N)(=O)=O)cc5)cccc34)cc2)n1,0.8133333333333334,True,11,10,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCCC(N)=O)cn2C)cc1C(=O)NCCC(=N)N,39,40,5,True,ok
gt_fullgraph_greedy,461,Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc4c2C(c2cc(O)cc5c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O4)C(c2ccc(O)cc2)O3)cc1,10,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0.6354166666666666,True,17,18,Oc1ccc(C2Oc3cc(O)ccc3C2c2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,Oc1ccc(C2Oc3cc(O)ccc3C2c2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,42,48,2,True,ok
gt_fullgraph_greedy,462,O=C(O)c1cc(O)cc(O)c1N=Nc1ccc(C=Cc2ccc(N=Nc3c(O)cc(O)cc3C(=O)O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.17412935323383086,True,40,43,O=CO,O=CO,3,2,5,True,ok
gt_fullgraph_greedy,463,O=S(=O)(O)c1cc(O)c2c(O)cc(S(=O)(=O)O)c(N=Nc3ccc(C=Cc4ccc(N=Nc5c(S(=O)(=O)O)cc(O)c6c(O)cc(S(=O)(=O)O)cc56)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)c2c1.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.18828451882845187,True,46,51,O=S(=O)O,O=[SH](=O)O,4,3,9,True,ok
gt_fullgraph_greedy,464,Nc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(N)c5cc(S(=O)(=O)O)ccc45)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c2ccc(S(=O)(=O)O)cc12.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.1141552511415525,True,46,51,O=S(=O)O,O=[SH](=O)O,4,3,5,True,ok
gt_fullgraph_greedy,465,O=S(=O)(O)c1cc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)ccc1C=Cc1ccc(N=Nc2cc(S(=O)(=O)O)c3ccccc3c2O)cc1S(=O)(=O)O.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.0958904109589041,True,48,51,O=S(=O)O,O=[SH](=O)O,4,3,3,True,ok
gt_fullgraph_greedy,466,Nc1c(N=Nc2ccc(C=Cc3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc(S(=O)(=O)O)c2ccccc12.[NaH],1,O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1C=Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0.1324200913242009,True,46,49,O=S(=O)O,O=[SH](=O)O,4,3,5,True,ok
